job195	826	8	541	61	297	7	7
job196	830	4	19720	0	78357	3	4
job197	848	18	499350845	65252556	632	2	1
job198	848	0	1223987760	0	17014018	2	3
job199	849	1	1	49	0	4	3
job200	852	3	78548	69133	27683	6	1
job201	853	1	404	18	191	3	2
job202	853	0	302	18	136	7	6
job203	861	8	488839353	37433433	559	3	4
job204	874	13	160068	0	1730662	5	7
job205	878	4	488	0	248	2	4
job206	880	2	1	49	0	1	5
job207	888	8	213074884	712	517	7	3
job208	889	1	106505052	712	512	1	3
job209	889	0	128	0	12435568	2	4
job210	890	1	374159526409	191616397444	99912887479	4	2
job211	893	3	404	22	191	5	3
job212	894	1	671028477	858095742	18069286	5	5
job213	904	10	240997951753	23352805238	18523288	6	3
job214	907	3	302	22	136	3	1
job215	913	6	27874	0	512495	6	5
job216	924	11	12435568	0	5277913	5	5
job217	941	17	4233153	37	244	1	1
job218	941	0	302	22	136	6	5
job219	948	7	404	22	191	5	1
job220	950	2	2977	3277	1640	7	4
job221	951	1	2154572	4367337	1800513	7	4
job222	954	3	141	0	29985338	7	4
job223	956	2	16986087	10718876	143981	7	5
job224	967	11	22553	3460	92	6	1
job225	978	11	10839989	21553994	11606050	6	3
job226	980	2	404	22	191	3	6
job227	985	5	29985338	0	14164172	3	5
job228	986	1	316	161	525	1	5
job229	987	1	18573410	11930132	135197	3	6
job230	992	5	302	22	136	5	1
job231	994	2	823399672	449190226	1134341439	2	5
job232	995	1	875035060	695966605	1750412774	2	1
job233	1002	7	638424	0	0	1	3
job234	1007	5	6612	0	0	1	5
job235	1010	3	4090835	0	146387	5	5
job236	1013	3	73462019436	286891434691	80227220783	3	4
job237	1014	1	419256	0	22659	5	3
job238	1023	9	10839989	20950537	11309947	6	1
job239	1023	0	66852122	0	2721106	5	3
job240	1023	0	302	22	136	5	6
job241	1026	3	14493275	9199799	122567	4	3
job242	1030	4	404	18	191	4	6
job243	1032	2	2478831216	2717436432	285702725	2	3
job244	1033	1	30397480641	84799485472	21837842837	3	7
job245	1034	1	780	494	496	1	4
job246	1035	1	237147412000	19386229541	16849671	3	6
job247	1036	1	487643	738993	35934	7	5
job248	1036	0	1782491	0	2276749	7	7
job249	1036	0	458551	723315	36634	3	6
job250	1039	3	232727122878	24344798926	18700956	3	5
job251	1039	0	279879156	0	0	3	4
job252	1040	1	5810392	4340722	101785	6	5
job253	1042	2	39649064895	6509718329	22860	2	5
job254	1049	7	15589349	0	17001910	4	3
job255	1051	2	4113796603	0	942737	1	5
job256	1052	1	785	489	497	7	1
job257	1053	1	41858640	29056217	25666855	2	7
job258	1057	4	104	0	600	4	3
job259	1060	3	17695998	11263986	135284	7	3
job260	1063	3	404	22	191	4	4
job261	1068	5	108	0	250	1	3
job262	1068	0	108	0	272	4	3
job263	1069	1	234718207973	18638479713	15412969	4	6
job264	1073	4	302	18	136	1	4
job265	1075	2	9817391637	0	9209	2	1
job266	1081	6	798	0	250	4	1
job267	1082	1	2348838	0	1574116	3	2
job268	1083	1	52661072443	1501429824	5615845	4	3
job269	1087	4	1529	665	480	6	4
job270	1092	5	1	49	0	2	5
job271	1094	2	1099	0	695	7	6
job272	1100	6	11078987	11313318	82982	6	7
job273	1101	1	822	0	515	6	4
job274	1102	1	1569698	0	1573754	2	6
job275	1104	2	502465373	3441	2020	6	1
job276	1105	1	232881640440	22126057072	17562036	5	5
job277	1113	8	302	18	136	2	2
job278	1115	2	404	18	191	7	4
job279	1115	0	350	0	474	1	7
job280	1116	1	1	49	0	6	4
job281	1117	1	19233627	12369625	133644	4	2
job282	1129	12	949	0	478	4	5
job283	1133	4	1223987760	31132536	15953988	7	4
job284	1134	1	950	3281	4519	3	1
job285	1143	9	1573945	0	1546160	2	2
job286	1149	6	501	49	277	6	7
job287	1159	10	404	22	191	6	1
job288	1160	1	302	22	136	1	4
job289	1163	3	967731336	1017209004	20140297	7	7
job290	1165	2	724	35	24	4	4
job291	1167	2	123	0	31074234	1	2
job292	1177	10	728	31	24	7	7
job293	1180	3	105	0	192	2	6
job294	1182	2	4233153	37	244	1	5
job295	1185	3	593406721	1051727755	46405073	7	2
job296	1190	5	11494867	11275182	84699	2	7
job297	1195	5	938156	0	729400	7	3
job298	1196	1	404	22	191	5	6
job299	1196	0	31074234	0	7508125	1	4
job300	1198	2	24495517441	424400312	230591	5	6
job301	1199	1	218899	0	109392	5	3
job302	1200	1	234490621572	22743500489	18306313	2	4
job303	1202	2	8245274	661164	1416	3	4
job304	1204	2	302	18	136	6	5
job305	1204	0	19235154	12339981	136516	7	4
job306	1234	30	4243	35	24	5	1
job307	1239	5	163555066	0	2000646	3	6
job308	1241	2	35956	22	127	6	1
job309	1241	0	404	22	191	7	4
job310	1246	5	414096884	404282459	607890162	7	7
job311	1248	2	302	22	136	5	7
job312	1258	10	122	0	584008	6	4
job313	1265	7	1370	1030	760	3	5
job314	1277	12	2020	0	32867	2	7
job315	1277	0	239402246736	25681134220	19480841	5	7
job316	1286	9	404	22	191	7	3
job317	1287	1	584008	0	587368	3	2
job318	1287	0	1	49	0	1	3
job319	1289	2	11201966	10721205	84529	6	5
job320	1290	1	302	22	136	5	5
job321	1291	1	1136488	0	2002546	2	5
job322	1304	13	18476912	11855630	138941	7	3
job323	1310	6	465828	0	25082	1	5
job324	1310	0	5853222	0	224802	2	3
job325	1322	12	1898990	2478380	1060304	7	4
job326	1327	5	404	22	191	5	6
job327	1330	3	70106801	0	2852783	3	7
job328	1330	0	302	22	136	3	5
job329	1340	10	225472	255079	171767	5	4
job330	1345	5	113051525128	62842515559	50893523	1	1
job331	1346	1	215968361970	20554301021	17660976	4	2
job332	1351	5	45118950	30944577	27864999	7	3
job333	1356	5	5562931	4166455	100745	5	3
job334	1357	1	1	49	0	6	7
job335	1358	1	18653927	11974894	135044	4	1
job336	1360	2	3148985586	294274239	169539217	1	1
job337	1360	0	528249	591790	180182	2	6
job338	1361	1	136	0	58370179	1	3
job339	1365	4	81932	0	102377	2	5
job340	1366	1	404	22	191	3	7
job341	1372	6	302	22	136	2	2
job342	1377	5	22551	3445	91	2	5
job343	1381	4	11262984	308566	132340	3	7
job344	1384	3	15374133	9735304	126231	4	5
job345	1388	4	113036789755	62813649472	5809393	4	4
job346	1390	2	214754002	0	67824	3	3
job347	1395	5	58370179	0	17057505	1	6
job348	1401	6	16807428	10627616	138276	4	4
job349	1402	1	55130	87037	252	5	7
job350	1405	3	55630	89411	341	5	4
job351	1406	1	54222360284	1557161693	5776443	5	1
job352	1409	3	302	22	136	4	7
job353	1412	3	404	22	191	1	5
job354	1421	9	4233153	37	244	4	4
job355	1441	20	243640980725	25170793899	19098793	2	6
job356	1446	5	404	22	191	7	3
job357	1450	4	39582462037	6506078638	22866	7	4
job358	1453	3	180373	0	3158560	4	2
job359	1457	4	132531	0	1639165	1	1
job360	1460	3	302	22	136	6	7
job361	1462	2	4678569445	0	4685523619	5	1
job362	1467	5	56225964432	1676674305	6478142	3	5
job363	1467	0	984251160	0	986160231	7	5
job364	1468	1	45867112	98396669	51608051	5	6
job365	1470	2	135	0	1328707	3	7
job366	1473	3	33949201899	126425	5078	2	3
job367	1475	2	964549480	0	966416414	3	5
job368	1484	9	246124068390	20276444516	17083176	1	5
job369	1487	3	1076131679	1122659518	21898112	1	6
job370	1491	4	302	22	136	3	4
job371	1496	5	2408172	0	2108325	3	3
job372	1498	2	342240729947	175636133128	93276965792	5	6
job373	1500	2	2394182	0	2094727	5	7
job374	1501	1	404	22	191	3	4
job375	1505	4	2372250	0	2073825	3	1
job376	1506	1	1328707	0	1307097	3	7
job377	1520	14	9024478	27891943	13622262	2	3
job378	1521	1	450371	0	450371	3	4
job379	1529	8	404	22	191	5	3
job380	1548	19	450371	0	450371	1	7
job381	1551	3	302	22	136	1	5
job382	1554	3	147781609	0	384452536	2	3
job383	1569	15	1	49	0	1	5
job384	1569	0	17517840	11155897	134035	2	4
job385	1574	5	135	0	59666276	5	5
job386	1577	3	302	22	136	2	3
job387	1583	6	83523	0	106567	5	1
job388	1586	3	404	22	191	4	5
job389	1596	10	1	29	0	7	3
job390	1597	1	365149760600	188496366424	100321797738	3	7
job391	1606	9	667980238	75475843	9905582	5	2
job392	1608	2	59666276	0	35498407	1	1
job393	1610	2	711886	0	39446	2	1
job394	1612	2	5457367	0	217675	6	5
job395	1612	0	404	22	191	6	5
job396	1617	5	18260091	11749162	131577	6	2
job397	1620	3	78747634	0	3976969	5	6
job398	1621	1	235522417514	0	0	3	5
job399	1623	2	1743317049184	100083696733	238389	6	3
job400	1623	0	240855068313	22536868928	17696193	1	6
job401	1631	8	302	22	136	7	4
job402	1633	2	5723361	4268112	101060	2	6
job403	1644	11	402228872949	195132070258	104864997676	2	2
job404	1646	2	369573696	0	5809	5	4
job405	1646	0	2649489423	644110	121826	5	1
job406	1659	13	4233153	37	244	2	6
job407	1661	2	212251475794	20586651485	17659445	5	2
job408	1664	3	302	22	136	4	5
job409	1668	4	404	22	191	1	2
job410	1686	18	54093843196	1415878251	5786228	6	4
job411	1701	15	4229419	0	164910	7	6
job412	1703	2	404	22	191	4	4
job413	1707	4	1447515	0	924711	2	1
job414	1709	2	17000000	0	17000000	4	3
job415	1712	3	132	0	144	1	1
job416	1714	2	339721845	481621571	582978752	1	7
job417	1721	7	4781	0	5413	7	6
job418	1733	12	10079909	31040787	14989708	1	6
job419	1735	2	375602923916	188114591355	100354163678	1	7
job420	1739	4	302	22	136	2	6
job421	1739	0	5604	4243	2089	2	2
job422	1741	2	21813105981	349424809	6141170	6	1
job423	1743	2	144	0	191	7	1
job424	1755	12	359130765234	180460901246	95062005137	7	5
job425	1759	4	265116747406	44284649	76612	7	6
job426	1767	8	122017	0	1432104	6	5
job427	1767	0	302	22	136	7	4
job428	1771	4	10030998360	27005917196	6957820497	2	6
job429	1771	0	352029665231	184341123324	98360059912	5	2
job430	1772	1	6420687	4764678	115462	3	4
job431	1776	4	404	22	191	1	4
job432	1778	2	355180156487	183425272747	98727811349	3	5
job433	1780	2	19050815	12224493	137339	3	2
job434	1784	4	265116747406	44616803	76898	3	3
job435	1792	8	17000000	0	17000000	2	7
job436	1794	2	45867112	93747411	48866564	2	3
job437	1804	10	2280	0	25232	2	7
job438	1809	5	404	22	191	7	4
job439	1811	2	1	49	0	3	7
job440	1813	2	56255955652	103931317714	298069273669	1	6
job441	1815	2	1263848629	0	0	5	5
job442	1831	16	302	22	136	4	2
job443	1832	1	17040041	10770965	138771	1	5
job444	1833	1	64421278969	1760491544	7349670	1	4
job445	1834	1	962222509	85329076	10514380	2	2
job446	1838	4	1	49	0	7	6
job447	1843	5	44428967	24389735	18425731	4	2
job448	1847	4	50388434	133475709	47739481	5	4
job449	1850	3	22557	3446	92	5	2
job450	1853	3	147781609	0	384452536	3	2
job451	1862	9	302	22	136	4	2
job452	1868	6	404	22	191	6	7
job453	1884	16	148	0	88088972	4	3
job454	1892	8	98	0	43799	5	3
job455	1897	5	404	22	191	2	3
job456	1899	2	58771293366	532278	12104	3	1
job457	1899	0	5732791	4276689	102365	6	7
job458	1901	2	229400923710	23382654052	18652846	3	1
job459	1901	0	369110146265	191893912922	101796857569	6	5
job460	1910	9	16697934843	0	15860005132	2	2
job461	1910	0	18294	0	1602	1	3
job462	1912	2	1149518	0	44361	1	7
job463	1914	2	248492382626	20364808723	17105799	1	4
job464	1919	5	302	22	136	4	7
job465	1926	7	333827973416	171081978042	89959140749	5	2
job466	1927	1	66698623	0	2872087	4	6
job467	1928	1	4233153	37	244	4	4
job468	1931	3	88088972	0	57741757	3	5
job469	1933	2	43799	0	41286	4	4
job470	1933	0	1546351	1726409	26482	1	1
job471	1934	1	626159	0	35010	4	6
job472	1935	1	232934295732	1355787418	862496	6	6
job473	1936	1	370840369	381438364	14083301	2	2
job474	1945	9	404	22	191	6	7
job475	1946	1	189401834974	0	12303368	2	3
job476	1946	0	189401834974	0	1132231296	4	4
job477	1947	1	189401834974	0	1310743323	5	4
job478	1948	1	189401834974	0	1228542381	4	4
job479	1948	0	189401834974	0	17209845	1	6
job480	1952	4	364399807084	189246057114	100176984576	2	6
job481	1953	1	49026305184	1369787413	5206732	5	3
job482	1956	3	39496872917	6511343631	22736	5	4
job483	1957	1	189401834974	0	14761672	4	2
job484	1960	3	421181273015	224717383904	118287891686	2	1
job485	1963	3	5050181310	8634954285	3133680539	7	4
job486	1975	12	302	22	136	6	3
job487	1982	7	147781609	0	384452536	6	5
job488	1993	11	154040214717	89344027792	4182228	5	3
job489	1995	2	302	22	136	6	1
job490	2000	5	1355904308	180963419	1291478434	3	6
job491	2005	5	377609310349	194118056677	102126024011	4	6
job492	2006	1	189401834974	0	1258621612	6	2
job493	2011	5	41286	0	41286	1	3
job494	2024	13	404	22	191	2	4
job495	2027	3	51094785	66323658	138673	6	7
job496	2039	12	404	22	191	6	2
job497	2050	11	1	29	0	6	2
job498	2059	9	83003	0	103184	6	2
job499	2074	15	113	0	125	1	2
job500	2079	5	189401834974	0	17014204	7	2
job501	2079	0	1	49	0	3	1
job502	2084	5	347624117692	176325059903	81595100000	2	4
job503	2084	0	302	18	136	1	4
job504	2087	3	302	22	136	4	3
job505	2088	1	745591	382096	1866	6	6
job506	2088	0	7292656	5278327	122403	2	3
job507	2091	3	98	0	43799	3	5
job508	2093	2	16876728	23630960	89955	1	6
job509	2094	1	47268990	0	69088668	7	4
job510	2095	1	16335180	23519797	119847	6	7
job511	2096	1	5749872	17966504	6211583	2	1
job512	2100	4	145	0	1195312	6	1
job513	2102	2	36928626	21907489	14729879	6	2
job514	2111	9	367864830022	196818280859	101912342848	6	5
job515	2113	2	10957571	33777140	16501286	1	3
job516	2114	1	125	0	94668	4	1
job517	2121	7	404	22	191	7	4
job518	2123	2	404	22	191	6	4
job519	2124	1	35956	18	127	7	1
job520	2124	0	43799	0	41286	7	7
job521	2131	7	1195312	0	745237	2	6
job522	2137	6	63222459671	1749225364	6947793	1	3
job523	2137	0	1982890	2713710	64771	2	4
job524	2138	1	1918837	2713745	75486	2	1
job525	2141	3	4233153	37	244	2	6
job526	2143	2	6498559845	0	1607191	5	6
job527	2150	7	190507754	139251691	4581021	5	5
job528	2151	1	6498559845	0	1627119	4	6
job529	2154	3	6498559845	0	221253170	4	4
job530	2158	4	6498559845	0	1610541	2	2
job531	2161	3	6498559845	0	1592442	7	7
job532	2164	3	3148985586	294481177	169539217	4	4
job533	2164	0	302	22	136	5	5
job534	2165	1	69296634	0	47639463	1	1
job535	2167	2	302	22	136	3	3
job536	2172	5	6498559845	0	222022587	7	6
job537	2179	7	6145668	0	8832224	6	3
job538	2182	3	7179312036	14771757512	9660334123	7	5
job539	2183	1	618388019	586508011	415594294	6	5
job540	2183	0	41286	0	41286	3	4
job541	2187	4	48381359	60983813	169358	1	2
job542	2187	0	261742054	205053400	11310930	1	2
job543	2200	13	404	22	191	5	2
job544	2204	4	404	22	191	6	7
job545	2205	1	47605639	0	47642505	3	3
job546	2207	2	1069728282	91304553	11220998	3	4
job547	2216	9	8110489	0	327585	1	1
job548	2217	1	19933792	0	876973	6	4
job549	2220	3	17062455	10785581	139500	7	2
job550	2231	11	58771293366	613198	1993	1	3
job551	2233	2	135373807	0	6419225	5	6
job552	2234	1	41286	77	62	4	4
job553	2252	18	85799151264	5880420621	24305071	3	1
job554	2255	3	5153403	3909163	100026	7	4
job555	2264	9	18605373	11945340	137233	6	4
job556	2273	9	8971427	0	6005113	7	6
job557	2281	8	3711451933	0	461417721	5	1
job558	2282	1	17616603	11207886	133758	2	7
job559	2285	3	215513942	0	72396	6	2
job560	2290	5	1	49	0	6	5
job561	2291	1	5978740	0	6004270	2	6
job562	2294	3	22429	3461	91	7	2
job563	2296	2	111	0	582	6	1
job564	2307	11	260283878220	21820442361	17642390	3	3
job565	2313	6	12234738482	3633559	16253	6	3
job566	2316	3	1	49	0	5	2
job567	2333	17	58771293366	532764	12104	6	5
job568	2334	1	582	0	709	6	4
job569	2334	0	48446466994	1451793180	5163221	2	4
job570	2335	1	302	22	136	7	5
job571	2335	0	429751930	0	461367387	3	1
job572	2336	1	302	22	136	1	4
job573	2345	9	17615000	11233116	127601	3	6
job574	2349	4	47642696	0	47302579	7	2
job575	2349	0	6004461	0	5851363	4	7
job576	2353	4	367714	394617	129340	4	4
job577	2353	0	11198017	317287	136563	7	6
job578	2355	2	4951317	12715465	5911832	3	4
job579	2356	1	205135900065	20583127115	17714577	7	3
job580	2357	1	26085	0	10266	1	7
job581	2366	9	39439904498	6681858094	22558	5	2
job582	2372	6	404	22	191	3	7
job583	2378	6	404	22	191	6	3
job584	2380	2	4233153	37	244	3	6
job585	2413	33	6892813	4982187	119756	7	3
job586	2434	21	168153	0	274189	3	7
job587	2469	35	24123476	20222289	993	7	2
job588	2473	4	4163228	5951447	3800345	7	3
job589	2485	12	450371	0	450371	5	5
job590	2507	22	98649618686	30940	255	7	2
job591	2508	1	450371	0	450371	5	2
job592	2510	2	35956	22	127	3	2
job593	2511	1	5322252	0	5638125	5	7
job594	2515	4	3800613	5951447	3269034	2	4
job595	2516	1	16193846	0	658237	3	2
job596	2518	2	2599453	0	112922	4	6
job597	2518	0	2067249	0	89401	6	6
job598	2518	0	111	0	582	4	6
job599	2529	11	1	49	0	6	3
job600	2529	0	273570207	35369464	288	6	2
job601	2534	5	58771293366	602824	1994	4	1
job602	2534	0	668542	0	881626	6	3
job603	2535	1	2088871	0	2772041	1	4
job604	2535	0	526446	0	692278	3	5
job605	2535	0	636997	0	834124	4	3
job606	2536	1	325264	0	427336	1	1
job607	2539	3	699507137	3123140500	5756	3	5
job608	2542	3	488839353	37881628	514	5	1
job609	2548	6	17670091	11249618	131759	4	5
job610	2555	7	5255906	13501981	6279018	2	6
job611	2556	1	1	49	0	7	1
job612	2559	3	2210596220	520010845	85512572	3	2
job613	2562	3	450075	3335569	195586	3	4
job614	2563	1	243299887757	24155061553	18862496	7	2
job615	2563	0	65024269903	1726981783	7495980	4	5
job616	2563	0	376066318080	185614080415	96356723901	4	1
job617	2564	1	370758843788	194023316241	102240073690	6	6
job618	2565	1	302	22	136	2	1
job619	2565	0	388452787071	195140649249	102912810770	1	4
job620	2565	0	302	22	136	6	5
job621	2565	0	5110077	3881468	99133	7	7
job622	2566	1	582	0	709	7	3
job623	2574	8	147781609	0	384452536	1	3
job624	2574	0	179705201662	0	342225763375	7	7
job625	2581	7	2780445877	707778	139698	7	3
job626	2583	2	4002435	5322594	3704575	4	3
job627	2586	3	136754	0	1670426	5	5
job628	2587	1	599411182	1052445352	52086248	3	5
job629	2591	4	6590206341	8037562	142697	6	4
job630	2593	2	320078869	0	3664	2	2
job631	2599	6	404	22	191	1	7
job632	2600	1	404	22	191	2	3
job633	2603	3	210224749929	21724251902	17817991	5	3
job634	2610	7	233890475	1014	68714766	6	3
job635	2611	1	2616438218	581864603	99339637	1	3
job636	2614	3	1482845	0	2615210250	3	3
job637	2621	7	4233153	37	244	2	6
job638	2626	5	49320327289	1495382612	5254874	6	6
job639	2637	11	1525389	0	191901056	6	7
job640	2640	3	302	22	136	4	5
job641	2641	1	302	22	136	3	3
job642	2643	2	17597754	11125674	139872	3	2
job643	2651	8	257	52	285	2	1
job644	2662	11	1256490300	0	15444121	3	2
job645	2663	1	404	22	191	1	4
job646	2663	0	2749	0	3237	7	2
job647	2673	10	404	22	191	6	7
job648	2675	2	3428	2708	1562	3	3
job649	2691	16	275018445647	22941142761	17949412	5	7
job650	2694	3	109	0	195	3	3
job651	2694	0	22249	3330	90	2	6
job652	2699	5	561285	850751	1074	6	2
job653	2699	0	2294309	3654608	3998	6	6
job654	2700	1	525156	782026	1157	5	5
job655	2701	1	17954	27144	1114	1	7
job656	2701	0	307211	516515	1006	7	1
job657	2701	0	139136615	0	366645811	1	4
